,file_path,length,label
64,train-clean-100/1743/142912/1743-142912-0028.flac,264800,
65,train-clean-100/5390/24512/5390-24512-0043.flac,264640,
66,train-clean-100/1263/139804/1263-139804-0023.flac,264560,
67,train-clean-100/5789/57158/5789-57158-0013.flac,264560,
68,train-clean-100/3240/131232/3240-131232-0021.flac,264240,
69,train-clean-100/2514/149482/2514-149482-0028.flac,264240,
70,train-clean-100/5750/35690/5750-35690-0020.flac,264240,
71,train-clean-100/7505/258958/7505-258958-0018.flac,264160,
72,train-clean-100/1246/124550/1246-124550-0029.flac,264160,
73,train-clean-100/233/155990/233-155990-0045.flac,264160,
74,train-clean-100/1263/139804/1263-139804-0021.flac,264080,
75,train-clean-100/233/134440/233-134440-0048.flac,263920,
76,train-clean-100/1743/142914/1743-142914-0029.flac,263840,
77,train-clean-100/7505/83618/7505-83618-0001.flac,263840,
78,train-clean-100/6529/62556/6529-62556-0000.flac,263680,
79,train-clean-100/3723/171631/3723-171631-0049.flac,263680,
80,train-clean-100/7505/258964/7505-258964-0010.flac,263440,
81,train-clean-100/587/41611/587-41611-0015.flac,263440,
82,train-clean-100/3242/67168/3242-67168-0017.flac,263360,
83,train-clean-100/226/122538/226-122538-0024.flac,263280,
84,train-clean-100/2514/149482/2514-149482-0075.flac,263200,
85,train-clean-100/307/127540/307-127540-0015.flac,263120,
86,train-clean-100/8238/274553/8238-274553-0018.flac,263120,
87,train-clean-100/7800/283493/7800-283493-0001.flac,262960,
88,train-clean-100/7635/105409/7635-105409-0061.flac,262880,
89,train-clean-100/6367/74004/6367-74004-0009.flac,262880,
90,train-clean-100/7800/283493/7800-283493-0014.flac,262721,
91,train-clean-100/233/155990/233-155990-0003.flac,262720,
92,train-clean-100/4214/7146/4214-7146-0046.flac,262720,
93,train-clean-100/6367/65536/6367-65536-0053.flac,262640,
94,train-clean-100/7505/258964/7505-258964-0020.flac,262640,
95,train-clean-100/4297/13009/4297-13009-0005.flac,262240,
96,train-clean-100/226/131532/226-131532-0030.flac,262160,
97,train-clean-100/226/131532/226-131532-0001.flac,262160,
98,train-clean-100/3240/131232/3240-131232-0010.flac,262080,
99,train-clean-100/1088/134318/1088-134318-0006.flac,261920,
100,train-clean-100/307/127535/307-127535-0001.flac,261840,
101,train-clean-100/374/180298/374-180298-0048.flac,261760,
102,train-clean-100/6529/62554/6529-62554-0013.flac,261760,
103,train-clean-100/226/131532/226-131532-0027.flac,261680,
104,train-clean-100/8238/274553/8238-274553-0063.flac,261440,
105,train-clean-100/587/41611/587-41611-0020.flac,261360,
106,train-clean-100/1743/142914/1743-142914-0024.flac,261200,
107,train-clean-100/5750/100289/5750-100289-0025.flac,261200,
108,train-clean-100/8238/283452/8238-283452-0017.flac,261040,
109,train-clean-100/2514/149482/2514-149482-0011.flac,261040,
110,train-clean-100/374/180298/374-180298-0047.flac,261040,
111,train-clean-100/4362/15663/4362-15663-0013.flac,260960,
112,train-clean-100/1263/138246/1263-138246-0032.flac,260960,
113,train-clean-100/1263/139804/1263-139804-0027.flac,260720,
114,train-clean-100/6563/63821/6563-63821-0037.flac,260720,
115,train-clean-100/7113/86041/7113-86041-0065.flac,260560,
116,train-clean-100/5789/57195/5789-57195-0015.flac,260560,
117,train-clean-100/4214/7146/4214-7146-0075.flac,260480,
118,train-clean-100/5390/30102/5390-30102-0019.flac,260480,
119,train-clean-100/7447/91186/7447-91186-0036.flac,260480,
120,train-clean-100/226/131532/226-131532-0012.flac,260400,
121,train-clean-100/2514/149482/2514-149482-0074.flac,260400,
122,train-clean-100/2514/149482/2514-149482-0032.flac,260240,
123,train-clean-100/1088/129236/1088-129236-0011.flac,260239,
124,train-clean-100/5390/24512/5390-24512-0017.flac,260160,
125,train-clean-100/3240/131232/3240-131232-0019.flac,260160,
126,train-clean-100/4214/7146/4214-7146-0041.flac,260080,
127,train-clean-100/4214/7146/4214-7146-0045.flac,260080,
128,train-clean-100/7505/258964/7505-258964-0043.flac,259920,
129,train-clean-100/7113/86041/7113-86041-0033.flac,259760,
130,train-clean-100/7113/86041/7113-86041-0058.flac,259760,
131,train-clean-100/226/131533/226-131533-0006.flac,259680,
132,train-clean-100/1624/142933/1624-142933-0009.flac,259600,
133,train-clean-100/6367/65536/6367-65536-0061.flac,259600,
134,train-clean-100/6367/74004/6367-74004-0018.flac,259520,
135,train-clean-100/7505/83618/7505-83618-0008.flac,259520,
136,train-clean-100/4297/13009/4297-13009-0055.flac,259520,
137,train-clean-100/7505/83618/7505-83618-0018.flac,259440,
138,train-clean-100/4214/7146/4214-7146-0079.flac,259440,
139,train-clean-100/6529/62554/6529-62554-0029.flac,259360,
140,train-clean-100/3242/67168/3242-67168-0009.flac,259360,
141,train-clean-100/307/127535/307-127535-0000.flac,259280,
142,train-clean-100/5789/70653/5789-70653-0031.flac,259200,
143,train-clean-100/226/122538/226-122538-0002.flac,259120,
144,train-clean-100/5750/100289/5750-100289-0083.flac,259120,
145,train-clean-100/3240/131231/3240-131231-0000.flac,259040,
146,train-clean-100/5456/58161/5456-58161-0027.flac,259040,
147,train-clean-100/7505/258958/7505-258958-0035.flac,259040,
148,train-clean-100/5456/62043/5456-62043-0023.flac,259040,
149,train-clean-100/5456/62043/5456-62043-0024.flac,258960,
150,train-clean-100/3240/131231/3240-131231-0034.flac,258960,
151,train-clean-100/7800/283493/7800-283493-0013.flac,258879,
152,train-clean-100/3240/131231/3240-131231-0044.flac,258800,
153,train-clean-100/7113/86041/7113-86041-0074.flac,258720,
154,train-clean-100/5750/100289/5750-100289-0003.flac,258560,
155,train-clean-100/1263/138246/1263-138246-0030.flac,258560,
156,train-clean-100/226/131533/226-131533-0021.flac,258480,
157,train-clean-100/1246/124548/1246-124548-0034.flac,258400,
158,train-clean-100/5456/24741/5456-24741-0011.flac,258320,
159,train-clean-100/4297/13009/4297-13009-0043.flac,258320,
160,train-clean-100/1263/138246/1263-138246-0010.flac,258320,
161,train-clean-100/5789/57158/5789-57158-0008.flac,258240,
162,train-clean-100/6181/216552/6181-216552-0030.flac,258240,
163,train-clean-100/8238/274553/8238-274553-0065.flac,258080,
164,train-clean-100/3240/131231/3240-131231-0015.flac,258080,
165,train-clean-100/4362/15663/4362-15663-0065.flac,258080,
166,train-clean-100/226/122538/226-122538-0005.flac,258079,
167,train-clean-100/6529/62556/6529-62556-0032.flac,258000,
168,train-clean-100/5789/57158/5789-57158-0004.flac,258000,
169,train-clean-100/7447/91187/7447-91187-0003.flac,257840,
170,train-clean-100/2514/149482/2514-149482-0050.flac,257840,
171,train-clean-100/7800/283478/7800-283478-0008.flac,257840,
172,train-clean-100/3240/131231/3240-131231-0023.flac,257760,
173,train-clean-100/6367/65536/6367-65536-0073.flac,257600,
174,train-clean-100/6367/65536/6367-65536-0019.flac,257600,
175,train-clean-100/7505/258964/7505-258964-0000.flac,257520,
176,train-clean-100/1624/142933/1624-142933-0033.flac,257520,
177,train-clean-100/6367/65536/6367-65536-0035.flac,257520,
178,train-clean-100/3242/67168/3242-67168-0027.flac,257440,
179,train-clean-100/2514/149482/2514-149482-0107.flac,257440,
180,train-clean-100/4362/15663/4362-15663-0083.flac,257360,
181,train-clean-100/374/180298/374-180298-0001.flac,257360,
182,train-clean-100/4297/13009/4297-13009-0023.flac,257360,
183,train-clean-100/233/134440/233-134440-0010.flac,257280,
184,train-clean-100/2514/149482/2514-149482-0039.flac,257280,
185,train-clean-100/6367/65536/6367-65536-0024.flac,257200,
186,train-clean-100/7505/258958/7505-258958-0032.flac,257200,
187,train-clean-100/6181/216552/6181-216552-0094.flac,257120,
188,train-clean-100/6181/216552/6181-216552-0003.flac,257040,
189,train-clean-100/5750/100289/5750-100289-0051.flac,257040,
190,train-clean-100/3723/171115/3723-171115-0053.flac,257040,
191,train-clean-100/7505/258958/7505-258958-0005.flac,257040,
192,train-clean-100/4362/15663/4362-15663-0044.flac,257040,
193,train-clean-100/374/180299/374-180299-0040.flac,256960,
194,train-clean-100/307/127535/307-127535-0044.flac,256960,
195,train-clean-100/2514/149482/2514-149482-0035.flac,256880,
196,train-clean-100/587/41619/587-41619-0016.flac,256880,
197,train-clean-100/1088/134318/1088-134318-0007.flac,256800,
198,train-clean-100/1263/141777/1263-141777-0008.flac,256800,
199,train-clean-100/587/41611/587-41611-0007.flac,256800,
200,train-clean-100/7113/86041/7113-86041-0052.flac,256720,
201,train-clean-100/7800/283478/7800-283478-0033.flac,256720,
202,train-clean-100/1088/134315/1088-134315-0000.flac,256640,
203,train-clean-100/7113/86041/7113-86041-0056.flac,256640,
204,train-clean-100/7113/86041/7113-86041-0090.flac,256560,
205,train-clean-100/7505/83618/7505-83618-0012.flac,256560,
206,train-clean-100/374/180299/374-180299-0034.flac,256560,
207,train-clean-100/1624/168623/1624-168623-0045.flac,256480,
208,train-clean-100/6181/216552/6181-216552-0056.flac,256400,
209,train-clean-100/1088/129236/1088-129236-0013.flac,256320,
210,train-clean-100/4214/7146/4214-7146-0062.flac,256320,
211,train-clean-100/3242/67168/3242-67168-0007.flac,256320,
212,train-clean-100/1743/142914/1743-142914-0025.flac,256240,
213,train-clean-100/5390/24512/5390-24512-0014.flac,256240,
214,train-clean-100/307/127539/307-127539-0008.flac,256240,
215,train-clean-100/7447/91187/7447-91187-0040.flac,256160,
216,train-clean-100/1088/134315/1088-134315-0010.flac,256160,
217,train-clean-100/1743/142912/1743-142912-0030.flac,256160,
218,train-clean-100/1246/124550/1246-124550-0011.flac,256160,
219,train-clean-100/8238/274553/8238-274553-0007.flac,256160,
220,train-clean-100/4362/15663/4362-15663-0042.flac,256080,
221,train-clean-100/587/41619/587-41619-0002.flac,256080,
222,train-clean-100/5789/57195/5789-57195-0002.flac,256080,
223,train-clean-100/7113/86041/7113-86041-0053.flac,256080,
224,train-clean-100/4362/15663/4362-15663-0093.flac,256000,
225,train-clean-100/5750/35690/5750-35690-0017.flac,256000,
226,train-clean-100/233/134440/233-134440-0017.flac,256000,
227,train-clean-100/1743/142914/1743-142914-0022.flac,256000,
228,train-clean-100/4362/15663/4362-15663-0018.flac,256000,
229,train-clean-100/307/127539/307-127539-0001.flac,256000,
230,train-clean-100/5390/24512/5390-24512-0046.flac,255920,
231,train-clean-100/7800/283478/7800-283478-0027.flac,255920,
232,train-clean-100/3240/131232/3240-131232-0020.flac,255920,
233,train-clean-100/7113/86041/7113-86041-0071.flac,255840,
234,train-clean-100/1263/141777/1263-141777-0040.flac,255840,
235,train-clean-100/226/131533/226-131533-0031.flac,255840,
236,train-clean-100/1246/124550/1246-124550-0018.flac,255840,
237,train-clean-100/1624/142933/1624-142933-0017.flac,255760,
238,train-clean-100/307/127535/307-127535-0029.flac,255760,
239,train-clean-100/1246/124548/1246-124548-0029.flac,255759,
240,train-clean-100/587/41619/587-41619-0023.flac,255680,
241,train-clean-100/4297/13006/4297-13006-0043.flac,255680,
242,train-clean-100/1743/142913/1743-142913-0028.flac,255680,
243,train-clean-100/374/180299/374-180299-0046.flac,255680,
244,train-clean-100/3242/67168/3242-67168-0038.flac,255600,
245,train-clean-100/7800/283492/7800-283492-0001.flac,255600,
246,train-clean-100/2514/149482/2514-149482-0006.flac,255600,
247,train-clean-100/7113/86041/7113-86041-0043.flac,255600,
248,train-clean-100/7635/105409/7635-105409-0003.flac,255600,
249,train-clean-100/7635/105409/7635-105409-0010.flac,255520,
250,train-clean-100/1246/124548/1246-124548-0006.flac,255520,
251,train-clean-100/233/134440/233-134440-0016.flac,255440,
252,train-clean-100/6529/62556/6529-62556-0020.flac,255440,
253,train-clean-100/307/127535/307-127535-0002.flac,255360,
254,train-clean-100/226/122538/226-122538-0025.flac,255360,
255,train-clean-100/5789/57195/5789-57195-0022.flac,255360,
256,train-clean-100/1088/134318/1088-134318-0009.flac,255280,
257,train-clean-100/3242/67168/3242-67168-0016.flac,255280,
258,train-clean-100/587/41611/587-41611-0013.flac,255280,
259,train-clean-100/4362/15663/4362-15663-0091.flac,255280,
260,train-clean-100/3723/171115/3723-171115-0044.flac,255280,
261,train-clean-100/1624/142933/1624-142933-0028.flac,255280,
262,train-clean-100/7505/258958/7505-258958-0034.flac,255200,
263,train-clean-100/5750/100289/5750-100289-0073.flac,255200,
264,train-clean-100/4297/13009/4297-13009-0016.flac,255120,
265,train-clean-100/7447/91187/7447-91187-0037.flac,255120,
266,train-clean-100/2514/149482/2514-149482-0069.flac,255120,
267,train-clean-100/5750/100289/5750-100289-0087.flac,255120,
268,train-clean-100/7635/105409/7635-105409-0011.flac,255040,
269,train-clean-100/374/180299/374-180299-0020.flac,255040,
270,train-clean-100/587/54108/587-54108-0056.flac,255040,
271,train-clean-100/233/155990/233-155990-0020.flac,255040,
272,train-clean-100/3723/171115/3723-171115-0041.flac,254960,
273,train-clean-100/5789/70653/5789-70653-0003.flac,254880,
274,train-clean-100/3242/67168/3242-67168-0010.flac,254880,
275,train-clean-100/4362/15663/4362-15663-0062.flac,254800,
276,train-clean-100/7447/91186/7447-91186-0025.flac,254800,
277,train-clean-100/3242/8112/3242-8112-0035.flac,254720,
278,train-clean-100/1088/134318/1088-134318-0018.flac,254720,
279,train-clean-100/1088/129236/1088-129236-0002.flac,254720,
280,train-clean-100/5789/57195/5789-57195-0017.flac,254720,
281,train-clean-100/3723/171631/3723-171631-0021.flac,254720,
282,train-clean-100/4362/15663/4362-15663-0087.flac,254720,
283,train-clean-100/4297/13006/4297-13006-0026.flac,254720,
284,train-clean-100/226/131533/226-131533-0009.flac,254640,
285,train-clean-100/7113/86041/7113-86041-0070.flac,254640,
286,train-clean-100/6181/216552/6181-216552-0045.flac,254640,
287,train-clean-100/4362/15663/4362-15663-0011.flac,254640,
288,train-clean-100/8238/283452/8238-283452-0010.flac,254560,
289,train-clean-100/6181/216552/6181-216552-0022.flac,254560,
290,train-clean-100/7635/105661/7635-105661-0033.flac,254480,
291,train-clean-100/7635/105409/7635-105409-0001.flac,254480,
292,train-clean-100/5789/57158/5789-57158-0033.flac,254480,
293,train-clean-100/6529/62556/6529-62556-0003.flac,254400,
294,train-clean-100/5456/62043/5456-62043-0031.flac,254320,
295,train-clean-100/5750/100289/5750-100289-0040.flac,254320,
296,train-clean-100/8238/283452/8238-283452-0024.flac,254320,
297,train-clean-100/7447/91187/7447-91187-0030.flac,254320,
298,train-clean-100/4297/13006/4297-13006-0022.flac,254320,
299,train-clean-100/5750/100289/5750-100289-0008.flac,254320,
300,train-clean-100/7447/91186/7447-91186-0032.flac,254240,
301,train-clean-100/1263/141777/1263-141777-0023.flac,254240,
302,train-clean-100/2514/149482/2514-149482-0030.flac,254160,
303,train-clean-100/2514/149482/2514-149482-0021.flac,254160,
304,train-clean-100/5456/62043/5456-62043-0003.flac,254160,
305,train-clean-100/7635/105409/7635-105409-0017.flac,254080,
306,train-clean-100/5390/30102/5390-30102-0012.flac,254080,
307,train-clean-100/3240/131231/3240-131231-0057.flac,254080,
308,train-clean-100/226/131533/226-131533-0011.flac,254080,
309,train-clean-100/7113/86041/7113-86041-0101.flac,254000,
310,train-clean-100/7113/86041/7113-86041-0028.flac,254000,
311,train-clean-100/7113/86041/7113-86041-0073.flac,254000,
312,train-clean-100/7505/83618/7505-83618-0020.flac,254000,
313,train-clean-100/1624/142933/1624-142933-0037.flac,254000,
314,train-clean-100/307/127535/307-127535-0006.flac,254000,
315,train-clean-100/1624/142933/1624-142933-0007.flac,253920,
316,train-clean-100/1246/135815/1246-135815-0009.flac,253920,
317,train-clean-100/7447/91186/7447-91186-0037.flac,253920,
318,train-clean-100/3723/171631/3723-171631-0054.flac,253920,
319,train-clean-100/1246/124550/1246-124550-0008.flac,253840,
320,train-clean-100/1088/134315/1088-134315-0034.flac,253840,
321,train-clean-100/3242/8112/3242-8112-0014.flac,253840,
322,train-clean-100/7800/283493/7800-283493-0029.flac,253840,
323,train-clean-100/7800/283493/7800-283493-0003.flac,253760,
324,train-clean-100/5750/35690/5750-35690-0021.flac,253760,
325,train-clean-100/5456/62043/5456-62043-0032.flac,253760,
326,train-clean-100/233/155990/233-155990-0040.flac,253680,
327,train-clean-100/2514/149482/2514-149482-0055.flac,253600,
328,train-clean-100/1088/134318/1088-134318-0015.flac,253600,
329,train-clean-100/226/131532/226-131532-0021.flac,253600,
330,train-clean-100/4362/15663/4362-15663-0100.flac,253600,
331,train-clean-100/587/41611/587-41611-0019.flac,253600,
332,train-clean-100/1263/141777/1263-141777-0012.flac,253600,
333,train-clean-100/3723/171115/3723-171115-0018.flac,253600,
334,train-clean-100/7800/283478/7800-283478-0029.flac,253520,
335,train-clean-100/374/180298/374-180298-0052.flac,253520,
336,train-clean-100/3723/171631/3723-171631-0004.flac,253520,
337,train-clean-100/5750/100289/5750-100289-0071.flac,253440,
338,train-clean-100/1246/124548/1246-124548-0014.flac,253440,
339,train-clean-100/5750/100289/5750-100289-0084.flac,253440,
340,train-clean-100/233/155990/233-155990-0015.flac,253440,
341,train-clean-100/1624/142933/1624-142933-0027.flac,253440,
342,train-clean-100/233/155990/233-155990-0005.flac,253360,
343,train-clean-100/1246/124550/1246-124550-0010.flac,253360,
344,train-clean-100/5390/30096/5390-30096-0000.flac,253360,
345,train-clean-100/5750/100289/5750-100289-0012.flac,253360,
346,train-clean-100/587/54108/587-54108-0013.flac,253280,
347,train-clean-100/3240/131232/3240-131232-0012.flac,253280,
348,train-clean-100/5750/100289/5750-100289-0066.flac,253280,
349,train-clean-100/3723/171115/3723-171115-0049.flac,253280,
350,train-clean-100/7635/105409/7635-105409-0002.flac,253200,
351,train-clean-100/4297/13009/4297-13009-0007.flac,253120,
352,train-clean-100/307/127535/307-127535-0037.flac,253120,
353,train-clean-100/1624/168623/1624-168623-0006.flac,253120,
354,train-clean-100/1743/142913/1743-142913-0025.flac,253120,
355,train-clean-100/4214/7146/4214-7146-0067.flac,253120,
356,train-clean-100/5456/62043/5456-62043-0017.flac,253040,
357,train-clean-100/5456/58161/5456-58161-0003.flac,253040,
358,train-clean-100/5390/24512/5390-24512-0044.flac,253040,
359,train-clean-100/3242/67168/3242-67168-0001.flac,252960,
360,train-clean-100/6529/62554/6529-62554-0054.flac,252960,
361,train-clean-100/5750/100289/5750-100289-0034.flac,252960,
362,train-clean-100/2514/149482/2514-149482-0076.flac,252960,
363,train-clean-100/5390/30096/5390-30096-0026.flac,252960,
364,train-clean-100/5750/100289/5750-100289-0043.flac,252960,
365,train-clean-100/3242/67153/3242-67153-0003.flac,252959,
366,train-clean-100/2514/149482/2514-149482-0099.flac,252880,
367,train-clean-100/226/122538/226-122538-0029.flac,252880,
368,train-clean-100/5789/57158/5789-57158-0034.flac,252880,
369,train-clean-100/7447/91187/7447-91187-0060.flac,252880,
370,train-clean-100/3242/67168/3242-67168-0002.flac,252800,
371,train-clean-100/3240/131232/3240-131232-0007.flac,252800,
372,train-clean-100/5789/70653/5789-70653-0027.flac,252800,
373,train-clean-100/7113/86041/7113-86041-0011.flac,252720,
374,train-clean-100/233/134440/233-134440-0006.flac,252720,
375,train-clean-100/5390/24512/5390-24512-0035.flac,252720,
376,train-clean-100/2514/149482/2514-149482-0027.flac,252720,
377,train-clean-100/226/122538/226-122538-0004.flac,252640,
378,train-clean-100/1246/124550/1246-124550-0037.flac,252640,
379,train-clean-100/3242/8112/3242-8112-0017.flac,252640,
380,train-clean-100/8238/274553/8238-274553-0068.flac,252560,
381,train-clean-100/6367/65536/6367-65536-0037.flac,252560,
382,train-clean-100/8238/283452/8238-283452-0004.flac,252560,
383,train-clean-100/7505/258964/7505-258964-0038.flac,252560,
384,train-clean-100/7113/86041/7113-86041-0037.flac,252560,
385,train-clean-100/587/54108/587-54108-0043.flac,252480,
386,train-clean-100/374/180298/374-180298-0040.flac,252480,
387,train-clean-100/1743/142912/1743-142912-0027.flac,252480,
388,train-clean-100/3242/67153/3242-67153-0036.flac,252400,
389,train-clean-100/7505/258964/7505-258964-0008.flac,252400,
390,train-clean-100/587/41619/587-41619-0009.flac,252400,
391,train-clean-100/5789/57195/5789-57195-0019.flac,252320,
392,train-clean-100/6529/62554/6529-62554-0038.flac,252320,
393,train-clean-100/3723/171115/3723-171115-0007.flac,252240,
394,train-clean-100/5456/62043/5456-62043-0026.flac,252240,
395,train-clean-100/6181/216552/6181-216552-0057.flac,252240,
396,train-clean-100/1743/142912/1743-142912-0008.flac,252240,
397,train-clean-100/1263/141777/1263-141777-0026.flac,252161,
398,train-clean-100/7635/105409/7635-105409-0029.flac,252160,
399,train-clean-100/4297/13006/4297-13006-0030.flac,252160,
400,train-clean-100/1088/129236/1088-129236-0016.flac,252080,
401,train-clean-100/226/131532/226-131532-0010.flac,252080,
402,train-clean-100/4297/13009/4297-13009-0002.flac,252080,
403,train-clean-100/1624/168623/1624-168623-0026.flac,252080,
404,train-clean-100/7113/86041/7113-86041-0078.flac,252080,
405,train-clean-100/374/180298/374-180298-0007.flac,252000,
406,train-clean-100/4297/13009/4297-13009-0035.flac,252000,
407,train-clean-100/1246/124548/1246-124548-0026.flac,252000,
408,train-clean-100/7800/283492/7800-283492-0010.flac,252000,
409,train-clean-100/1263/138246/1263-138246-0035.flac,252000,
410,train-clean-100/1624/142933/1624-142933-0029.flac,251920,
411,train-clean-100/374/180298/374-180298-0034.flac,251920,
412,train-clean-100/1088/134315/1088-134315-0032.flac,251920,
413,train-clean-100/1624/168623/1624-168623-0018.flac,251920,
414,train-clean-100/4214/7146/4214-7146-0009.flac,251920,
415,train-clean-100/7635/105409/7635-105409-0007.flac,251760,
416,train-clean-100/587/54108/587-54108-0055.flac,251760,
417,train-clean-100/6529/62554/6529-62554-0003.flac,251680,
418,train-clean-100/2514/149482/2514-149482-0008.flac,251680,
419,train-clean-100/6181/216552/6181-216552-0037.flac,251680,
420,train-clean-100/8238/283452/8238-283452-0040.flac,251680,
421,train-clean-100/374/180298/374-180298-0018.flac,251680,
422,train-clean-100/7447/91187/7447-91187-0000.flac,251680,
423,train-clean-100/7447/91186/7447-91186-0035.flac,251680,
424,train-clean-100/6181/216552/6181-216552-0069.flac,251601,
425,train-clean-100/374/180298/374-180298-0044.flac,251600,
426,train-clean-100/307/127540/307-127540-0007.flac,251600,
427,train-clean-100/307/127539/307-127539-0031.flac,251600,
428,train-clean-100/2514/149482/2514-149482-0062.flac,251600,
429,train-clean-100/6529/62554/6529-62554-0025.flac,251520,
430,train-clean-100/4297/13006/4297-13006-0019.flac,251520,
431,train-clean-100/307/127540/307-127540-0013.flac,251520,
432,train-clean-100/6529/62556/6529-62556-0008.flac,251520,
433,train-clean-100/5750/100289/5750-100289-0000.flac,251520,
434,train-clean-100/3242/67153/3242-67153-0033.flac,251520,
435,train-clean-100/233/134440/233-134440-0011.flac,251440,
436,train-clean-100/4362/15663/4362-15663-0053.flac,251440,
437,train-clean-100/1246/135815/1246-135815-0010.flac,251360,
438,train-clean-100/7447/91187/7447-91187-0069.flac,251360,
439,train-clean-100/7635/105661/7635-105661-0041.flac,251280,
440,train-clean-100/233/134440/233-134440-0022.flac,251200,
441,train-clean-100/8238/283452/8238-283452-0034.flac,251200,
442,train-clean-100/233/134440/233-134440-0018.flac,251200,
443,train-clean-100/6181/216552/6181-216552-0095.flac,251120,
444,train-clean-100/1263/138246/1263-138246-0009.flac,251120,
445,train-clean-100/7113/86041/7113-86041-0012.flac,251120,
446,train-clean-100/1743/142913/1743-142913-0014.flac,251120,
447,train-clean-100/5750/100289/5750-100289-0013.flac,251120,
448,train-clean-100/7635/105409/7635-105409-0055.flac,251040,
449,train-clean-100/226/122538/226-122538-0028.flac,251040,
450,train-clean-100/4297/13006/4297-13006-0035.flac,251040,
451,train-clean-100/5456/62043/5456-62043-0008.flac,250960,
452,train-clean-100/233/155990/233-155990-0038.flac,250960,
453,train-clean-100/374/180298/374-180298-0009.flac,250960,
454,train-clean-100/233/134440/233-134440-0014.flac,250960,
455,train-clean-100/3723/171115/3723-171115-0027.flac,250960,
